,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
1689,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Summer According to Humphrey: Humphrey Series, Book 7 (unabridged) (Unabridged)",,Betty G. Birney,"Humor (Fiction), Juvenile Fiction",Books on Tape,2010
1703,Digital,OverDrive,AUDIOBOOK,2018,1,7,"Speaker for the Dead: Ender Wiggin Series, Book 2 (unabridged) (Unabridged)",,Orson Scott Card,"Fiction, Science Fiction",Macmillan Audio,2006
1708,Digital,OverDrive,AUDIOBOOK,2018,1,3,"The Alexandria Link: Cotton Malone Series, Book 2 (unabridged) (Unabridged)",,Steve Berry,"Fiction, Thriller",Books on Tape,2007
1709,Digital,OverDrive,AUDIOBOOK,2018,1,7,"Dark Lover: Black Dagger Brotherhood Series, Book 1 (unabridged) (Unabridged)",,J. R. Ward,"Fantasy, Fiction, Romance","Recorded Books, LLC",2016
1719,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Seek Me with All Your Heart: Land of Canaan Series, Book 1 (unabridged) (Unabridged)",,Beth Wiseman,"Christian Fiction, Fiction, Romance","Christian Audio, LLC",2011
1727,Digital,OverDrive,AUDIOBOOK,2018,1,3,Under Milk Wood (Unabridged),,Dylan Thomas,"Drama, Fiction",Random House Group Limited,2017
1730,Digital,OverDrive,AUDIOBOOK,2018,1,1,Princess Furball (Unabridged),,Charlotte Huck,Juvenile Fiction,"Weston Woods Studios Inc., a subsidiary of Scholastic Inc.",2007
1736,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Moon Maid (Unabridged),,Edgar Rice Burroughs,"Fiction, Science Fiction",Books In Motion,2009
1754,Digital,OverDrive,AUDIOBOOK,2018,1,1,Tales of Terror and Mystery (Unabridged),,Sir Arthur Conan Doyle,"Fiction, Mystery","Blackstone Audio, Inc.",2008
1756,Digital,OverDrive,AUDIOBOOK,2018,1,1,Lucky Dog Lessons: Train Your Dog in 7 Days (unabridged) (Unabridged),,Brandon McMillan,"Nonfiction, Pets, Reference",HarperCollins Publishers Inc.,2016
1762,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Sea Pony: Piper Green Series, Book 3 (unabridged) (Unabridged)",,Ellen Potter,"Fantasy, Juvenile Fiction",Live Oak Media,2017
1763,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Talking to the Dead: Fiona Griffiths Series, Book 1 (unabridged) (Unabridged)",,Harry Bingham,"Fiction, Mystery, Suspense, Thriller",Books on Tape,2012
1795,Digital,OverDrive,AUDIOBOOK,2018,1,2,Is There Life After Death? (Unabridged),,Elisabeth Kübler-Ross,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2007
1850,Digital,OverDrive,AUDIOBOOK,2018,1,1,Digger the Dinosaur (Unabridged),,Rebecca Dotlich,"Beginning Reader, Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2012
1878,Digital,OverDrive,AUDIOBOOK,2018,1,1,Dead Souls (Unabridged),,J. Lincoln Fenn,"Fiction, Horror, Literature, Thriller",Simon & Schuster - All Library,2016
1883,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Murder in the Bastille: Aimee Leduc Series, Book 4 (unabridged) (Unabridged)",,Cara Black,"Fiction, Mystery","Recorded Books, LLC",2017
1885,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Maggie's Door: Nory Ryan Series, Book 2 (unabridged) (Unabridged)",,Patricia Reilly Giff,"Historical Fiction, Juvenile Fiction",Books on Tape,2008
1909,Digital,OverDrive,AUDIOBOOK,2018,1,3,Searching for Beautiful (Unabridged),,Jennifer Probst,"Fiction, Romance",Simon & Schuster - All Library,2015
1925,Digital,OverDrive,AUDIOBOOK,2018,1,2,McMafia: A Journey Through the Global Criminal Underworld (unabridged) (Unabridged),,Misha Glenny,"Nonfiction, Sociology",Books on Tape,2008
1932,Digital,OverDrive,AUDIOBOOK,2018,1,25,The 7 Habits of Highly Effective People (Unabridged),,Stephen R. Covey,"Nonfiction, Self-Improvement",Simon & Schuster - All Library,2009
1943,Digital,OverDrive,AUDIOBOOK,2018,1,8,"Dead Beat: Dresden Files, Book 7 (unabridged) (Unabridged)",,Jim Butcher,"Fiction, Science Fiction","Recorded Books, LLC",2016
1949,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Winter Garden: Winter Garden Series, Book 2 (unabridged) (Unabridged)",,Adele Ashworth,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2012
1957,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Close To Home: Chief Inspector Banks Series, Book 13 (unabridged) (Unabridged)",,Peter Robinson,"Fiction, Mystery","Recorded Books, LLC",2017
1963,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Betrayed: Rosato & DiNunzio Series, Book 2 (unabridged) (Unabridged)",,Lisa Scottoline,"Fiction, Mystery, Thriller",Macmillan Audio,2014
1972,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Alphabet House (Unabridged),,Jussi Adler-Olsen,"Fiction, Historical Fiction, Literature, Suspense",Books on Tape,2015
1975,Digital,OverDrive,AUDIOBOOK,2018,1,2,Behind the Wheel--Japanese 1 (Unabridged),,Behind the Wheel,"Foreign Language Study, Nonfiction",Macmillan Audio,2011
1988,Digital,OverDrive,AUDIOBOOK,2018,1,7,The Guernsey Literary and Potato Peel Pie Society: A Novel (unabridged) (Unabridged),,Annie Barrows,"Fiction, Historical Fiction",Books on Tape,2008
1991,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Master Reader: The Work-Smarter, Speed-Reading, Speed Thinking Course (unabridged) (Unabridged)",,Edward Fritsch,"Language Arts, Nonfiction, Self-Improvement",Gildan Media Corp,2008
2011,Digital,OverDrive,AUDIOBOOK,2018,1,1,King of Shadows (Unabridged),,Susan Cooper,"Juvenile Fiction, Juvenile Literature",Books on Tape,2013
2027,Digital,OverDrive,AUDIOBOOK,2018,1,2,Intellectuals and Race (Unabridged),,Thomas Sowell,"History, Nonfiction, Politics, Sociology","Blackstone Audio, Inc.",2013
2032,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Blood Ties: Spirit Animals Series, Book 3 (unabridged) (Unabridged)",,Garth Nix,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2014
2033,Digital,OverDrive,AUDIOBOOK,2018,1,1,You Could Call It Murder (Unabridged),,Lawrence Block,"Fiction, Mystery","Blackstone Audio, Inc.",2011
2042,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Among the Mad: Maisie Dobbs Series, Book 6 (unabridged) (Unabridged)",,Jacqueline Winspear,"Fiction, Historical Fiction, Mystery",Macmillan Audio,2009
2052,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Runaway Dog: Jigsaw Jones Series, Book 7 (unabridged) (Unabridged)",,James Preller,Juvenile Fiction,Scholastic Inc. Audiobooks,2011
2070,Digital,OverDrive,AUDIOBOOK,2018,1,4,Bloodlands: Europe between Hitler and Stalin (unabridged) (Unabridged),,Timothy Snyder,"History, Nonfiction","Blackstone Audio, Inc.",2010
2098,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Hello, Universe (Unabridged)",,Erin Entrada Kelly,"Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2017
2100,Digital,OverDrive,AUDIOBOOK,2018,1,2,Everybody's Son: A Novel (unabridged) (Unabridged),,Thrity Umrigar,"Fiction, Literature",HarperCollins Publishers Inc.,2017
2106,Digital,OverDrive,AUDIOBOOK,2018,1,2,Beach House for Rent (Unabridged),,Mary Alice Monroe,"Fiction, Literature, Romance",Simon & Schuster - All Library,2017
2111,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Rescue: Guardians of Ga'Hoole Series, Book 3 (unabridged) (Unabridged)",,Kathryn Lasky,"Fantasy, Juvenile Fiction","Blackstone Audio, Inc.",2013
2125,Digital,OverDrive,AUDIOBOOK,2018,1,7,Void Moon (Unabridged),,Michael Connelly,"Fiction, Thriller",Hachette Audio,2009
2126,Digital,OverDrive,AUDIOBOOK,2018,1,3,Those Across the River (Unabridged),,Christopher Buehlman,"Fiction, Horror","Blackstone Audio, Inc.",2011
2137,Digital,OverDrive,AUDIOBOOK,2018,1,13,The Seven Husbands of Evelyn Hugo: A Novel (unabridged) (Unabridged),,Taylor Jenkins Reid,"Fiction, Literature, Romance",Simon & Schuster - All Library,2017
2164,Digital,OverDrive,AUDIOBOOK,2018,1,3,"AsapSCIENCE: Answers to the World's Weirdest Questions, Most Persistent Rumors, and Unexplained Phenomena (unabridged) (Unabridged)",,Mitchell Moffit,"Humor (Nonfiction), Nonfiction, Science",Simon & Schuster - All Library,2015
2176,Digital,OverDrive,AUDIOBOOK,2018,1,4,Dr. Gundry's Diet Evolution: Turn Off the Genes That Are Killing You and Your Waistline (unabridged) (Unabridged),,Steven R. Gundry,"Health & Fitness, Nonfiction","Tantor Media, Inc",2017
2178,Digital,OverDrive,AUDIOBOOK,2018,1,1,Brandwashed: Tricks Companies Use to Manipulate Our Minds and Persuade Us to Buy (unabridged) (Unabridged),,Martin Lindstrom,"Business, Nonfiction, Psychology",Books on Tape,2011
2203,Digital,OverDrive,AUDIOBOOK,2018,1,4,American Philosophy: A Love Story (unabridged) (Unabridged),,John Kaag,"Biography & Autobiography, Nonfiction, Philosophy","Blackstone Audio, Inc.",2016
2220,Digital,OverDrive,AUDIOBOOK,2018,1,3,Dispatches from Pluto: Lost and Found in the Mississippi Delta (unabridged) (Unabridged),,Richard Grant,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2015
2223,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Whole Art of Detection: Lost Mysteries of Sherlock Holmes (unabridged) (Unabridged),,Lyndsay Faye,"Fiction, Mystery, Short Stories",HighBridge Company,2017
2243,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Mrs. Pollifax Pursued: Mrs. Pollifax Series, Book 11 (unabridged) (Unabridged)",,Dorothy Gilman,"Fiction, Mystery","Recorded Books, LLC",2017
2245,Digital,OverDrive,AUDIOBOOK,2018,1,1,And We Stay (Unabridged),,Jenny Hubbard,"Romance, Young Adult Fiction",Books on Tape,2015
2250,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Carrot Seed (Unabridged),,Ruth Krauss,"Juvenile Fiction, Juvenile Literature",Live Oak Media,2013
2258,Digital,OverDrive,AUDIOBOOK,2018,1,1,Abigail Adams: A Life (unabridged) (Unabridged),,Woody Holton,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2009
2263,Digital,OverDrive,AUDIOBOOK,2018,1,1,VocabuLearn® Danish Level One (Unabridged),,"Penton Overseas, Inc.","Foreign Language Study, Nonfiction","Penton Overseas, Inc.",2007
2287,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Silver Star (Unabridged),,Jeannette Walls,"Fiction, Literature","Recorded Books, LLC",2015
2289,Digital,OverDrive,AUDIOBOOK,2018,1,8,"Under Her Skin: Blank Canvas Series, Book 1 (unabridged) (Unabridged)",,Adriana Anders,"Fiction, Romance","Tantor Media, Inc",2017
2299,Digital,OverDrive,AUDIOBOOK,2018,1,1,"A Buccaneer at Heart: Adventurers Quartet Series, Book 2 (unabridged) (Unabridged)",,STEPHANIE LAURENS,"Fiction, Historical Fiction, Romance","Blackstone Audio, Inc.",2016
2306,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Agenda 21: Agenda 21 Series, Book 1 (unabridged) (Unabridged)",,Glenn Beck,"Fiction, Thriller","Recorded Books, LLC",2015
2312,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Hurricane Punch: Serge Storms Series, Book 9 (unabridged) (Unabridged)",,Tim Dorsey,"Fiction, Humor (Fiction), Mystery",HarperCollins Publishers Inc.,2007
2352,Digital,OverDrive,AUDIOBOOK,2018,1,2,Big Think Strategy: How to Leverage Bold Ideas and Leave Small Thinking Behind (unabridged) (Unabridged),,Bernd H. Schmitt,"Business, Nonfiction, Self-Improvement",Gildan Media Corp,2008
2358,Digital,OverDrive,AUDIOBOOK,2018,1,2,Reclaiming Hope: Lessons Learned in the Obama White House About the Future of Faith in America (unabridged) (Unabridged),,Stu Gray,"Biography & Autobiography, Nonfiction, Politics, Religion & Spirituality",Thomas Nelson Inc.,2017
2378,Digital,OverDrive,AUDIOBOOK,2018,1,1,Race Day (Unabridged),,Gail Tuchman,"Beginning Reader, Juvenile Nonfiction, Sports & Recreations",Live Oak Media,2015
2392,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Ours to Love: Wicked Lovers Series, Book 7 (unabridged) (Unabridged)",,Shayla Black,"Erotic Literature, Fiction, Romance","Tantor Media, Inc",2014
2404,Digital,OverDrive,AUDIOBOOK,2018,1,2,Madame Bovary (Unabridged),,Gustave Flaubert,"Classic Literature, Fiction","Blackstone Audio, Inc.",2009
2413,Digital,OverDrive,AUDIOBOOK,2018,1,1,Dreams (Unabridged),,Sigmund Freud,"History, Nonfiction, Psychology","Tantor Media, Inc",2007
2423,Digital,OverDrive,AUDIOBOOK,2018,1,1,Beyond Band of Brothers: The War Memoirs of Major Dick Winters (unabridged) (Unabridged),,Major Dick Winters,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2006
2425,Digital,OverDrive,AUDIOBOOK,2018,1,8,Excellent Women (Unabridged),,Barbara Pym,"Fiction, Literature","Blackstone Audio, Inc.",2016
2451,Digital,OverDrive,AUDIOBOOK,2018,1,10,If Ever I Should Love You: A Spinster Heiresses Novel (unabridged) (Unabridged),,Cathy Maxwell,"Fiction, Historical Fiction, Romance",HarperCollins Publishers Inc.,2018
2471,Digital,OverDrive,AUDIOBOOK,2018,1,2,Butcher's Crossing (Unabridged),,John Williams,"Classic Literature, Fiction","Blackstone Audio, Inc.",2010
2481,Digital,OverDrive,AUDIOBOOK,2018,1,6,The Noel Diary (Unabridged),,Richard Paul Evans,"Fiction, Literature",Simon & Schuster - All Library,2017
2487,Digital,OverDrive,AUDIOBOOK,2018,1,1,Duke: A Life of Duke Ellington (unabridged) (Unabridged),,Terry Teachout,"Biography & Autobiography, Nonfiction",Books on Tape,2014
2489,Digital,OverDrive,AUDIOBOOK,2018,1,9,"Murder on Astor Place: Gaslight Mystery Series, Book 1 (unabridged) (Unabridged)",,Victoria Thompson,"Fiction, Mystery","Tantor Media, Inc",2018
2497,Digital,OverDrive,AUDIOBOOK,2018,1,1,Alphabet of Dreams (Unabridged),,Susan Fletcher,"Juvenile Fiction, Juvenile Literature",Books on Tape,2011
2527,Digital,OverDrive,AUDIOBOOK,2018,1,3,Sixth Column (Unabridged),,Robert A. Heinlein,"Fiction, Science Fiction","Blackstone Audio, Inc.",2014
2544,Digital,OverDrive,AUDIOBOOK,2018,1,12,Home Fire: A Novel (unabridged) (Unabridged),,Kamila Shamsie,"Fiction, Literature",Books on Tape,2017
2572,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Housing Boom and Bust (Unabridged),,Thomas Sowell,"Business, Nonfiction","Blackstone Audio, Inc.",2009
2602,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Inner Art of Meditation (Unabridged),,Jack Kornfield,"Nonfiction, Religion & Spirituality","Sounds True, Inc",2007
2620,Digital,OverDrive,AUDIOBOOK,2018,1,3,Denali's Howl: The Deadliest Climbing Disaster on America's Wildest Peak (unabridged) (Unabridged),,Andy Hall,"Nonfiction, Sports & Recreations","Blackstone Audio, Inc.",2014
2644,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Dark Worlds of H. P. Lovecraft, Volume Four (Unabridged)",,H. P. Lovecraft,"Fiction, Horror",Audio Realms,2008
2647,Digital,OverDrive,AUDIOBOOK,2018,1,2,A Short Guide to a Long Life (Unabridged),,David B. Agus,"Medical, Nonfiction",Simon & Schuster - All Library,2016
2648,Digital,OverDrive,AUDIOBOOK,2018,1,1,Over the Top and Back: The Autobiography (unabridged) (Unabridged),,Sir Tom Jones,"Biography & Autobiography, Nonfiction, Performing Arts",Books on Tape,2015
2664,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Woods Beyond: Never Girls Series, Book 6 (unabridged) (Unabridged)",,Kiki Thorpe,"Juvenile Fiction, Juvenile Literature","Blackstone Audio, Inc.",2016
2677,Digital,OverDrive,AUDIOBOOK,2018,1,6,After Alice: A Novel (unabridged) (Unabridged),,Gregory Maguire,"Fiction, Literature, Mythology",HarperCollins Publishers Inc.,2015
2679,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Seeds of Rebellion: Beyonders Series, Book 2 (unabridged) (Unabridged)",,Brandon Mull,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2013
2693,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Jesus, Interrupted: Revealing the Hidden Contradictions in the Bible (And Why We Don't Know About Them) (unabridged) (Unabridged)",,Bart D. Ehrman,"Nonfiction, Religion & Spirituality",HarperCollins Publishers Inc.,2009
2704,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Clairvoyants: A Novel (unabridged) (Unabridged),,Karen Brown,"Fiction, Literature, Romance","Blackstone Audio, Inc.",2017
2747,Digital,OverDrive,AUDIOBOOK,2018,1,6,Windfall (Unabridged),,Jennifer E. Smith,"Romance, Young Adult Fiction, Young Adult Literature",Books on Tape,2017
2756,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Have His Carcase: Lord Peter Wimsey Series, Book 8 (abridged) (Abridged)",,Dorothy L. Sayers,"Drama, Fiction, Mystery",Random House Group Limited,2017
2797,Digital,OverDrive,AUDIOBOOK,2018,1,1,Supreme Clientele (Unabridged),,Ashley & JaQuavis,"African American Fiction, Fiction","Blackstone Audio, Inc.",2017
2801,Digital,OverDrive,AUDIOBOOK,2018,1,5,"One Dog Night: Andy Carpenter Series, Book 9 (unabridged) (Unabridged)",,David Rosenfelt,"Fiction, Mystery, Suspense, Thriller","Listen & Live Audio, Inc.",2012
2822,Digital,OverDrive,AUDIOBOOK,2018,1,8,Bird Box: A Novel (unabridged) (Unabridged),,Josh Malerman,"Fiction, Suspense",HarperCollins Publishers Inc.,2014
2831,Digital,OverDrive,AUDIOBOOK,2018,1,2,A History of Europe (Unabridged),,J. M. Roberts,"History, Nonfiction","Blackstone Audio, Inc.",2005
2851,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Only Pleasure: Bound Hearts Series, Book 10 (unabridged) (Unabridged)",,Lora Leigh,"Fiction, Romance, Suspense",Macmillan Audio,2013
2879,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Best of the Best: Baseball Great Series, Book 3 (unabridged) (Unabridged)",,Tim Green,"Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2011
2901,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Wig in the Window (Unabridged),,Kristen Kittscher,"Juvenile Fiction, Mystery",HarperCollins Publishers Inc.,2013
2910,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Dead Low Tide: Huger Dillard Series, Book 2 (unabridged) (Unabridged)",,Bret Lott,"Fiction, Mystery, Suspense, Thriller","Dreamscape Media, LLC",2012
2963,Digital,OverDrive,AUDIOBOOK,2018,1,7,"The Moor: Mary Russell and Sherlock Holmes Series, Book 4 (unabridged) (Unabridged)",,Laurie R. King,"Fiction, Historical Fiction, Mystery",Macmillan Audio,2016
2971,Digital,OverDrive,AUDIOBOOK,2018,1,1,A Wedding in December (Unabridged),,Anita Shreve,"Fiction, Literature",Hachette Audio,2006
2975,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Bitter Waters of Medicine Creek: A Tragic Clash Between White and Native America (unabridged) (Unabridged),,Richard Kluger,"History, Nonfiction",Books on Tape,2011
2997,Digital,OverDrive,AUDIOBOOK,2018,1,3,Dance Dance Dance (Unabridged),,Haruki Murakami,"Fiction, Literature, Mystery","Naxos of America, Inc.",2009
3012,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Sasquatch Escape: Imaginary Veterinary Series, Book 1 (unabridged) (Unabridged)",,Suzanne Selfors,"Juvenile Fiction, Science Fiction & Fantasy","Blackstone Audio, Inc.",2013
3022,Digital,OverDrive,AUDIOBOOK,2018,1,1,Una Aventura Llamada America: El Descubrimiento (unabridged) (Unabridged),,Various,"Juvenile Fiction, Non-English Fiction","YOYO USA, INC",2012
3039,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Winterlong: Carter Blake Series, Book 3 (unabridged) (Unabridged)",,Mason Cross,"Fiction, Thriller","Blackstone Audio, Inc.",2017
3056,Digital,OverDrive,AUDIOBOOK,2018,1,106,The Underground Railroad (Oprah's Book Club): A Novel (unabridged) (Unabridged),,Colson Whitehead,"Fiction, Historical Fiction, Literature",Books on Tape,2016
3061,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Men In Blue: Badge of Honor Series, Book 1 (unabridged) (Unabridged)",,W.E.B. Griffin,"Fiction, Mystery",Books on Tape,2010
3105,Digital,OverDrive,AUDIOBOOK,2018,1,1,Adult Onset (Unabridged),,Ann-Marie MacDonald,"Fiction, Literature",Books on Tape,2015
3114,Digital,OverDrive,AUDIOBOOK,2018,1,1,"If the Two of Them Are Dead: The Zero Hour Series, Program 3 (unabridged) (Unabridged)",,Rod Serling,"Fiction, Mystery",HighBridge Company,2008
3116,Digital,OverDrive,AUDIOBOOK,2018,1,4,"The Zen of Social Media Marketing: An Easier Way to Build Credibility, Generate Buzz, and Increase Revenue (unabridged) (Unabridged)",,Shama Hyder Kabani,"Business, Nonfiction","Tantor Media, Inc",2012
3126,Digital,OverDrive,AUDIOBOOK,2018,1,1,A Good Year (Unabridged),,Peter Mayle,"Fiction, Literature",Books on Tape,2009
3150,Digital,OverDrive,AUDIOBOOK,2018,1,2,Ugly Cat & Pablo (Unabridged),,Isabel Quintero,"Humor (Fiction), Juvenile Fiction",Scholastic Inc. Audiobooks,2017
3153,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Gone: A Girl, a Violin, a Life Unstrung (unabridged) (Unabridged)",,Min Kym,"Biography & Autobiography, Music, Nonfiction",Books on Tape,2017
3156,Digital,OverDrive,AUDIOBOOK,2018,1,6,Choke: A Novel (unabridged) (Unabridged),,Stuart Woods,"Fiction, Thriller",HarperCollins Publishers Inc.,2017
3171,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Morning They Came For Us: Dispatches from Syria (unabridged) (Unabridged),,Janine di Giovanni,"History, Military, Nonfiction","Tantor Media, Inc",2016
3188,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Mrs. Piggle-Wiggle: Mrs. Piggle-Wiggle Series, Book 1 (unabridged) (Unabridged)",,Betty Macdonald,"Juvenile Fiction, Juvenile Literature",Books on Tape,2006
3212,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Irena's Children: The Extraordinary Story of the Woman Who Saved 2,500 Children from the Warsaw Ghetto (unabridged) (Unabridged)",,Tilar J. Mazzeo,"Biography & Autobiography, History, Nonfiction",Simon & Schuster - All Library,2016
3214,Digital,OverDrive,AUDIOBOOK,2018,1,1,How to be Rich (Unabridged),,Napoleon Hill,"Nonfiction, Self-Improvement",Books on Tape,2010
3233,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Tale of the Murda Mamas: The Cartel Series, Book 2 (unabridged) (Unabridged)",,Ashley & JaQuavis,"African American Fiction, Fiction, Urban Fiction","Blackstone Audio, Inc.",2012
3240,Digital,OverDrive,AUDIOBOOK,2018,1,2,NPR Driveway Moments: Moms: Radio Stories That Won't Let You Go (unabridged) (Unabridged),,Peter Sagal,"Family & Relationships, Humor (Nonfiction), Nonfiction, Performing Arts",HighBridge Company,2009
3256,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Beautiful Redemption: Beautiful Creatures Series, Book 4 (unabridged) (Unabridged)",,Kami Garcia,"Fantasy, Romance, Young Adult Fiction","Dreamscape Media, LLC",2013
3263,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Lamentation: The Psalms of Isaak Series, Book 1 (unabridged) (Unabridged)",,Ken Scholes,"Fantasy, Fiction, Science Fiction",Macmillan Audio,2011
3277,Digital,OverDrive,AUDIOBOOK,2018,1,4,The Mountain: Stories (unabridged) (Unabridged),,Paul Yoon,"Fiction, Historical Fiction, Literature, Short Stories",HighBridge Company,2017
3322,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Two Graves: Pendergast Series, Book 12 (unabridged) (Unabridged)",,Douglas Preston,"Fiction, Thriller","Blackstone Audio, Inc.",2013
3359,Digital,OverDrive,AUDIOBOOK,2018,1,1,Secrets of Nanreath Hall: A Novel (unabridged) (Unabridged),,Alix Rickloff,"Fiction, Historical Fiction, Literature, Romance",HarperCollins Publishers Inc.,2016
3363,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Partner in Crime: Joanna Brady Mystery Series, Book 10 (unabridged) (Unabridged)",,J. A. Jance,"Fiction, Mystery",Books In Motion,2008
3365,Digital,OverDrive,AUDIOBOOK,2018,1,9,"Medicus: Medicus Investigation Series, Book 1 (unabridged) (Unabridged)",,Ruth Downie,"Fiction, Mystery","Tantor Media, Inc",2017
3378,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Promised Land: Spenser Series, Book 4 (unabridged) (Unabridged)",,Robert B. Parker,"Fiction, Mystery",Books on Tape,2009
3406,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Mr. Terupt Falls Again: Mr. Terupt Series, Book 2 (unabridged) (Unabridged)",,Rob Buyea,"Juvenile Fiction, Juvenile Literature","Tantor Media, Inc",2014
3410,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Girl Who Loved Wild Horses (Unabridged),,Paul Goble,"Historical Fiction, Juvenile Fiction",Live Oak Media,2014
3417,Digital,OverDrive,AUDIOBOOK,2018,1,2,Tyrannosaur Canyon (Unabridged),,Douglas Preston,"Fiction, Horror, Thriller",AudioGO,2006
3427,Digital,OverDrive,AUDIOBOOK,2018,1,2,A Child's Christmas in Wales and Five Poems (Unabridged),,Dylan Thomas,"Fiction, Poetry",HarperCollins Publishers Inc.,2006
3443,Digital,OverDrive,AUDIOBOOK,2018,1,2,The Burning Air (Unabridged),,Erin Kelly,"Fiction, Mystery","Recorded Books, LLC",2017
3450,Digital,OverDrive,AUDIOBOOK,2018,1,1,Larger Than Life (Unabridged),,Kay Hooper,"Fiction, Romance","Blackstone Audio, Inc.",2011
3452,Digital,OverDrive,AUDIOBOOK,2018,1,3,Mastermind: How To Think Like Sherlock Holmes (unabridged) (Unabridged),,Maria Konnikova,"Nonfiction, Psychology, Self-Improvement",Gildan Media Corp,2013
3454,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Night Sky: Night Sky Series, Book 1 (unabridged) (Unabridged)",,Suzanne Brockmann,"Fantasy, Young Adult Fiction","Blackstone Audio, Inc.",2014
3460,Digital,OverDrive,AUDIOBOOK,2018,1,1,True to the Game III (Unabridged),,Teri Woods,"African American Fiction, Fiction, Thriller, Urban Fiction","Blackstone Audio, Inc.",2011
3468,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Power Play: Mack Bedford Series, Book 4 (unabridged) (Unabridged)",,Patrick Robinson,"Fiction, Thriller","Blackstone Audio, Inc.",2012
3477,Digital,OverDrive,AUDIOBOOK,2018,1,4,The TenX Rule: The Only Difference Between Success And Failure (unabridged) (Unabridged),,Grant Cardone,"Business, Nonfiction",Gildan Media Corp,2017
3484,Digital,OverDrive,AUDIOBOOK,2018,1,1,Aristotle for Everybody: Difficult Thought Made Easy (unabridged) (Unabridged),,Mortimer J. Adler,"Nonfiction, Philosophy","Blackstone Audio, Inc.",2012
3489,Digital,OverDrive,AUDIOBOOK,2018,1,2,"The Dark Secret: Wings of Fire Series, Book 4 (unabridged) (Unabridged)",,Tui T. Sutherland,"Fantasy, Juvenile Fiction",Scholastic Inc. Audiobooks,2016
