,usageclass,checkouttype,materialtype,checkoutyear,checkoutmonth,checkouts,title,isbn,creator,subjects,publisher,publicationyear
325,Digital,OverDrive,EBOOK,2018,1,1,Body of Work: Finding the Thread That Ties Your Story Together,,Pamela Slim,"Business, Nonfiction, Self-Improvement","Penguin Group (USA), Inc.",2014
328,Digital,OverDrive,EBOOK,2018,1,1,"Midnight Rambler: Jack Carpenter Series, Book 1",,James Swain,"Fiction, Mystery, Thriller","Random House, Inc.",2012
329,Digital,OverDrive,EBOOK,2018,1,3,"My Soul to Take: Thora Gudmundsdottir Series, Book 2",,Yrsa Sigurdardottir,"Fiction, Mystery",HarperCollins Publishers Inc.,2013
335,Digital,OverDrive,EBOOK,2018,1,2,The Man Who Broke Into Auschwitz: A True Story of World War II,,Denis Avey,"History, Military, Nonfiction",Perseus Books Group,2011
336,Digital,OverDrive,EBOOK,2018,1,1,"How to Eat Like a Hot Chick: Eat What You Love, Love How You Feel",,Jodi Lipper,"Health & Fitness, Nonfiction, Self-Improvement",HarperCollins Publishers Inc.,2008
337,Digital,OverDrive,EBOOK,2018,1,6,The Sirens of Titan,,Kurt Vonnegut,"Fiction, Literature, Science Fiction","Random House, Inc.",2011
347,Digital,OverDrive,AUDIOBOOK,2018,1,3,The Art of War for Small Business: Defeat the Competition and Dominate the Market with the Masterful Strategies of Sun Tzu (unabridged) (Unabridged),,Becky Sheetz-Runkle,"Business, Nonfiction",Gildan Media Corp,2014
348,Digital,Freegal,SONG,2018,1,1,Been Meaning To Tell You,,Starley,,,
349,Digital,OverDrive,EBOOK,2018,1,2,The Evil Inside,,Heather  Graham,"Fantasy, Fiction, Paranormal Romance","Harlequin Enterprises, Ltd.",2011
352,Digital,OverDrive,AUDIOBOOK,2018,1,5,Scandinavians: In Search of the Soul of the North (unabridged) (Unabridged),,Robert Ferguson,"History, Nonfiction","Tantor Media, Inc",2017
354,Digital,OverDrive,AUDIOBOOK,2018,1,1,Hong Kong (Unabridged),,Jan Morris,"Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.",2014
361,Digital,OverDrive,EBOOK,2018,1,1,"Flat Belly Diet! Diabetes: Lose Weight, Target Belly Fat, and Lower Blood Sugar with This Tested Plan from the Editors of Prevention",,Liz Vaccariello,"Health & Fitness, Nonfiction","Rodale, Inc.",2016
366,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Murder at the Brightwell: Amory Ames Mystery Series, Book 1 (unabridged) (Unabridged)",,Ashley Weaver,"Fiction, Mystery, Suspense, Thriller","Dreamscape Media, LLC",2014
373,Digital,OverDrive,EBOOK,2018,1,2,"Working with Difficult People, Second Revised Edition: Handling the Ten Types of Problem People Without Losing Your Mind",,Amy Cooper Hakim,"Business, Nonfiction","Penguin Group (USA), Inc.",2017
374,Digital,OverDrive,EBOOK,2018,1,7,Victoria & Abdul,,Shrabani Basu,"Biography & Autobiography, History, Nonfiction, Politics","Random House, Inc.",2017
375,Digital,OverDrive,AUDIOBOOK,2018,1,3,"Perelandra: Cosmic Trilogy, Book 2 (unabridged) (Unabridged)",,C. S. Lewis,"Fantasy, Fiction, Science Fiction","Blackstone Audio, Inc.",2008
376,Digital,OverDrive,EBOOK,2018,1,3,Gone for Good,,Harlan Coben,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2011
377,Digital,OverDrive,EBOOK,2018,1,7,The Singularity Is Near: When Humans Transcend Biology,,Ray Kurzweil,"Nonfiction, Science, Sociology, Technology","Penguin Group (USA), Inc.",2008
378,Digital,OverDrive,EBOOK,2018,1,5,"""F"" is for Fugitive: Kinsey Millhone Series, Book 6",,Sue Grafton,"Fiction, Mystery",Macmillan Publishers,2013
379,Digital,OverDrive,EBOOK,2018,1,2,"Damascus Countdown: David Shirazi Series, Book 3",,Joel C. Rosenberg,"Christian Fiction, Fiction, Suspense, Thriller",Tyndale House Publishers,2013
382,Digital,OverDrive,EBOOK,2018,1,5,Flight Behavior: A Novel,,Barbara Kingsolver,"Fiction, Literature",HarperCollins Publishers Inc.,2012
383,Digital,OverDrive,EBOOK,2018,1,11,"Matched: Matched Trilogy, Book 1",,Ally Condie,"Romance, Science Fiction & Fantasy, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.",2011
384,Digital,OverDrive,EBOOK,2018,1,2,The Third Wave: An Entrepreneur's Vision of the Future,,Steve Case,"Biography & Autobiography, Business, Management, Nonfiction","Simon & Schuster, Inc.",2016
385,Digital,OverDrive,EBOOK,2018,1,1,Hex and the Single Girl,,Valerie Frankel,"Fiction, Humor (Fiction), Romance",HarperCollins Publishers Inc.,2007
386,Digital,OverDrive,EBOOK,2018,1,2,Witches Be Crazy,,Logan Hunder,"Fantasy, Fiction, Humor (Fiction)","Simon & Schuster, Inc.",2015
388,Digital,OverDrive,EBOOK,2018,1,1,The Price of Pleasure,,Connie Mason,"Fiction, Historical Fiction, Romance",Dorchester Publishing,2012
389,Digital,OverDrive,EBOOK,2018,1,3,Twilight of American Sanity: A Psychiatrist Analyzes the Age of Trump,,Allen Frances,"Nonfiction, Politics, Psychology",HarperCollins Publishers Inc.,2017
392,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Atomic Bazaar: The Rise of the Nuclear Poor (unabridged) (Unabridged),,William Langewiesche,"Current Events, Nonfiction","Blackstone Audio, Inc.",2009
395,Digital,Hoopla,COMIC,2018,1,17,Plastic,,,"Crime, Horror, Mystery",Image Comics,
398,Digital,OverDrive,AUDIOBOOK,2018,1,3,"First Rider's Call: Green Rider Series, Book 2 (unabridged) (Unabridged)",,Kristen Britain,"Fantasy, Fiction",Books on Tape,2014
400,Digital,OverDrive,AUDIOBOOK,2018,1,5,"The Enticement: The Submissive Series, Book 4 (unabridged) (Unabridged)",,Tara Sue Me,"Erotic Literature, Fiction, Romance",Books on Tape,2015
403,Digital,OverDrive,AUDIOBOOK,2018,1,4,Dadland (Unabridged),,Keggie Carew,"Biography & Autobiography, History, Military, Nonfiction",Books on Tape,2017
404,Digital,OverDrive,EBOOK,2018,1,2,The Sneetches and Other Stories,,Dr. Seuss,"Classic Literature, Juvenile Fiction","Random House, Inc.",2015
405,Digital,OverDrive,EBOOK,2018,1,1,The Berenstain Bears Forget Their Manners,,Stan and Jan Berenstain,Juvenile Fiction,childrensElibrary,2005
406,Digital,OverDrive,AUDIOBOOK,2018,1,2,Under the Big Black Sun: A Personal History of L.A. Punk (unabridged) (Unabridged),,John Doe,"Biography & Autobiography, Music, Nonfiction, Performing Arts",Books on Tape,2016
408,Digital,OverDrive,EBOOK,2018,1,4,What I Did for Love: A Novel,,Susan Elizabeth Phillips,"Fiction, Humor (Fiction), Romance",HarperCollins Publishers Inc.,2009
411,Digital,OverDrive,EBOOK,2018,1,2,Stand-in Groom,,Suzanne Brockmann,"Fiction, Romance, Suspense","Random House, Inc.",2009
414,Digital,OverDrive,EBOOK,2018,1,3,"Private Eyes: Alex Delaware Series, Book 6",,Jonathan Kellerman,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2010
415,Digital,OverDrive,EBOOK,2018,1,2,The Mindful Path to Self-Compassion: Freeing Yourself from Destructive Thoughts and Emotions,,Christopher Germer,"Nonfiction, Psychology",Guilford Publications,2016
422,Digital,OverDrive,AUDIOBOOK,2018,1,9,The House of the Spirits: A Novel (unabridged) (Unabridged),,Isabel Allende,"Fantasy, Fiction, Historical Fiction, Literature",Simon & Schuster - All Library,2017
423,Digital,OverDrive,AUDIOBOOK,2018,1,1,Intuitive Healing: Five Steps to Developing Intuition (unabridged) (Unabridged),,"Judith Orloff, M.D.","New Age, Nonfiction",Hay House,2005
427,Digital,OverDrive,EBOOK,2018,1,3,"Murder on St. Mark's Place: Gaslight Mystery Series, Book 2",,Victoria Thompson,"Fiction, Mystery","Penguin Group (USA), Inc.",2013
431,Digital,OverDrive,AUDIOBOOK,2018,1,4,"Bertie Plays the Blues: 44 Scotland Street Series, Book 7 (unabridged) (Unabridged)",,Alexander McCall Smith,"Fiction, Literature","Recorded Books, LLC",2017
434,Digital,Zinio,MAGAZINE,2018,1,6,Men's Fitness,,,,,
443,Digital,OverDrive,EBOOK,2018,1,1,The Use of Man,,Aleksandar Tisma,"Fiction, Historical Fiction, Literature","Random House, Inc.",2014
446,Digital,OverDrive,AUDIOBOOK,2018,1,2,I'll Tell You In Person (Unabridged),,Chloe Caldwell,"Biography & Autobiography, Nonfiction","Tantor Media, Inc",2017
447,Digital,Freegal,SONG,2018,1,3,Florets,,Grace VanderWaal,,,
449,Digital,OverDrive,EBOOK,2018,1,1,"Cheerful Money: Me, My Family, and the Last Days of Wasp Splendor",,Tad Friend,"Biography & Autobiography, Nonfiction","Hachette Digital, Inc.",2009
450,Digital,Freegal,SONG,2018,1,1,The Night We Met,,Lord Huron,,,
451,Digital,Hoopla,MUSIC,2018,1,1,What's That Sound?,,,Pop,Concord Records,
452,Digital,OverDrive,EBOOK,2018,1,2,"Eight Million Ways to Die: Matthew Scudder Series, Book 5",,Lawrence Block,"Fiction, Mystery",HarperCollins Publishers Inc.,2009
456,Digital,Freegal,SONG,2018,1,1,Cassy O',,George Ezra,,,
460,Digital,Freegal,SONG,2018,1,1,So Much To Say,,Dave Matthews Band,,,
463,Digital,Freegal,SONG,2018,1,1,Ibis-Afro Man,,The Fall,,,
469,Digital,OverDrive,EBOOK,2018,1,3,Living Beautifully: with Uncertainty and Change,,Pema Chodron,"Nonfiction, Religion & Spirituality, Self-Improvement","Random House, Inc.",2014
471,Digital,OverDrive,EBOOK,2018,1,2,Baking with Less Sugar: Recipes for Desserts Using Natural Sweeteners and Little-to-No White Sugar,,Joanne Chang,"Cooking & Food, Nonfiction",Chronicle Books,2015
474,Digital,Freegal,SONG,2018,1,1,No Surrender,,Holly Williams,,,
475,Digital,OverDrive,EBOOK,2018,1,3,"Clockwork Angel: Shadowhunters: The Infernal Devices Series, Book 1",,Cassandra Clare,"Fantasy, Young Adult Fiction","Simon & Schuster, Inc.",2014
478,Digital,OverDrive,EBOOK,2018,1,1,Barbie in a Mermaid Tale 2 Junior Novelization,,Molly McGuire,"Juvenile Fiction, Juvenile Literature","Random House, Inc.",2012
484,Digital,OverDrive,EBOOK,2018,1,2,Brain Bytes: Quick Answers to Quirky Questions About the Brain,,Eric Chudler,"Nonfiction, Psychology, Science",W. W. Norton & Company,2017
485,Digital,OverDrive,EBOOK,2018,1,2,The Adderall Diaries: A Memoir,,Stephen Elliott,"Biography & Autobiography, Nonfiction",Macmillan Publishers,2014
488,Digital,Freegal,SONG,2018,1,1,Eljen A Magy,,The Vienna Philharmonic Orchestra,,,
490,Digital,Freegal,SONG,2018,1,1,Oh Girl,,Raphael Saadiq,,,
495,Digital,OverDrive,EBOOK,2018,1,2,All But My Life: A Memoir,,Gerda Weissmann Klein,"Biography & Autobiography, History, Nonfiction",Macmillan Publishers,2014
496,Digital,OverDrive,EBOOK,2018,1,1,The Berenstain Bears' Class Trip,,Jan Berenstain,"Beginning Reader, Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2016
502,Digital,OverDrive,AUDIOBOOK,2018,1,2,"If Walls Could Talk: Haunted Home Renovation Mystery Series, Book 1 (unabridged) (Unabridged)",,Juliet Blackwell,"Fantasy, Fiction, Literature","Tantor Media, Inc",2014
503,Digital,OverDrive,AUDIOBOOK,2018,1,6,Paddington Goes to Town (Unabridged),,Michael Bond,"Classic Literature, Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2017
505,Digital,OverDrive,EBOOK,2018,1,1,Bronze and Sunflower,,Cao WenXuan,"Juvenile Fiction, Juvenile Literature",Candlewick Press,2017
510,Digital,OverDrive,EBOOK,2018,1,18,Tears We Cannot Stop: A Sermon to White America,,Michael Eric Dyson,"Nonfiction, Politics, Sociology",Macmillan Publishers,2017
511,Digital,OverDrive,AUDIOBOOK,2018,1,3,A Rabble of Dead Money: The Great Crash and the Global Depression: 1929-1939 (unabridged) (Unabridged),,Charles R. Morris,"Business, History, Nonfiction",HighBridge Company,2017
513,Digital,OverDrive,EBOOK,2018,1,1,"The Long Cosmos: Long Earth Series, Book 5",,Terry Pratchett,"Fiction, Literature, Science Fiction",HarperCollins Publishers Inc.,2016
514,Digital,OverDrive,EBOOK,2018,1,7,Landline: A Novel,,Rainbow Rowell,"Fiction, Literature",Macmillan Publishers,2014
517,Digital,OverDrive,EBOOK,2018,1,16,"Use of Force: Scot Harvath Series, Book 16",,Brad Thor,"Fiction, Suspense, Thriller","Simon & Schuster, Inc.",2017
521,Digital,OverDrive,EBOOK,2018,1,17,"The Ship of the Dead: Magnus Chase and the Gods of Asgard Series, Book 3",,Rick Riordan,"Juvenile Fiction, Juvenile Literature, Mythology",Disney Digital Books,2017
525,Digital,OverDrive,EBOOK,2018,1,2,"The Crowdsourceress: Get Smart, Get Funded, and Kickstart Your Next Big Idea",,Alex Daly,"Business, Computer Technology, Nonfiction","Hachette Digital, Inc.",2017
526,Digital,OverDrive,EBOOK,2018,1,1,"Obsidian Mirror: Chronoptika Series, Book 1",,Catherine Fisher,"Fantasy, Mythology, Science Fiction & Fantasy, Young Adult Fiction","Penguin Group (USA), Inc.",2013
528,Digital,OverDrive,EBOOK,2018,1,4,Homage to Catalonia,,George Orwell,"History, Nonfiction",Houghton Mifflin Harcourt Trade and Reference,2017
530,Digital,OverDrive,AUDIOBOOK,2018,1,2,"Curse of the Blue Tattoo: Being an Account of the Misadventures of Jacky Faber, Midshipman and Fine Lady: Bloody Jack Adventure Series, Book 2 (unabridged) (Unabridged)",,L. A. Meyer,"Historical Fiction, Young Adult Fiction","Listen & Live Audio, Inc.",2008
532,Digital,Freegal,SONG,2018,1,1,"Saving Grace: Live Nov. 6, 1979",,Bob Dylan,,,
535,Digital,OverDrive,EBOOK,2018,1,2,The Lost Weekend,,Charles Jackson,"Classic Literature, Fiction, Literature","Random House, Inc.",2013
541,Digital,OverDrive,EBOOK,2018,1,2,The Color of Our Sky: A Novel,,Amita Trasi,"Fiction, Literature",HarperCollins Publishers Inc.,2017
543,Digital,OverDrive,EBOOK,2018,1,1,Curious George at the Aquarium / Jorge el Curioso Visita el Acuario,,H. A. Rey,"Juvenile Fiction, Picture Book Fiction",Houghton Mifflin Harcourt Trade and Reference,2017
551,Digital,OverDrive,AUDIOBOOK,2018,1,1,"Straken: High Druid of Shannara Trilogy, Book 3 (unabridged) (Unabridged)",,Terry Brooks,"Fantasy, Fiction",Books on Tape,2006
555,Digital,OverDrive,EBOOK,2018,1,1,Mammal,,Steve Parker,"Juvenile Nonfiction, Nature",Dorling Kindersley Limited,2012
556,Digital,OverDrive,EBOOK,2018,1,4,"Track of the Cat: Anna Pigeon Series, Book 1",,Nevada Barr,"Fiction, Mystery","Penguin Group (USA), Inc.",2010
566,Digital,OverDrive,EBOOK,2018,1,2,"A Stranger at Fellsworth: Treasures of Surrey Series, Book 3",,Sarah E. Ladd,"Fiction, Historical Fiction, Romance",Thomas Nelson Inc.,2017
568,Digital,OverDrive,AUDIOBOOK,2018,1,8,"The Escape: Survivor's Club Series, Book 3 (unabridged) (Unabridged)",,Mary Balogh,"Fiction, Historical Fiction","Recorded Books, LLC",2017
570,Digital,OverDrive,EBOOK,2018,1,2,Faeries Gone Wild,,MaryJanice Davidson,"Fantasy, Fiction, Romance",Macmillan Publishers,2013
572,Digital,OverDrive,EBOOK,2018,1,4,The Serpent King,,Jeff Zentner,"Young Adult Fiction, Young Adult Literature","Random House, Inc.",2016
573,Digital,OverDrive,EBOOK,2018,1,1,"Mystery of the Traveling Tomatoes: The Boxcar Children Series, Book 117",,Gertrude  Chandler Warner,"Juvenile Fiction, Mystery",Open Road Integrated Media,2012
574,Digital,OverDrive,EBOOK,2018,1,3,"Know Yourself, Forget Yourself: Five Truths to Transform Your Work, Relationships, and Everyday Life",,Marc Lesser,"New Age, Nonfiction",New World Library,2013
575,Digital,Freegal,SONG,2018,1,1,Sea of Love,,Allison Pierce,,,
577,Digital,OverDrive,EBOOK,2018,1,2,"The House by the Lake: One House, Five Families, and a Hundred Years of German History",,Thomas Harding,"Biography & Autobiography, History, Nonfiction",Macmillan Publishers,2016
578,Digital,Hoopla,MOVIE,2018,1,1,Pink Ribbons Inc.,,,Documentary,First Run Features,
579,Digital,Hoopla,MOVIE,2018,1,2,Eccentricities of a Blond-Haired Girl,,,"Drama, Portugese, Romance, Romantic, World",Cinema Guild,
581,Digital,Freegal,SONG,2018,1,1,Blood of Heroes,,Tyr,,,
583,Digital,OverDrive,EBOOK,2018,1,1,"Poison Sleep: Marla Mason Series, Book 2",,Tim Pratt,"Fantasy, Fiction","Random House, Inc.",2008
586,Digital,OverDrive,EBOOK,2018,1,4,Happiness: The Crooked Little Road to Semi-Ever After,,Heather Harpham,"Biography & Autobiography, Nonfiction",Macmillan Publishers,2017
589,Digital,OverDrive,AUDIOBOOK,2018,1,2,Saving Zoe: A Novel (unabridged) (Unabridged),,Alyson Noël,"Young Adult Fiction, Young Adult Literature",Macmillan Audio,2013
591,Digital,Freegal,SONG,2018,1,1,Asi Viene la Vida,,"Muerdo,Lichis",,,
593,Digital,OverDrive,EBOOK,2018,1,1,"101 Great Résumés: Winning Résumés for Any Situation, Job, or Career (Third Edition)",,Ron Fry,"Business, Careers, Nonfiction",Open Road Integrated Media,2012
597,Digital,OverDrive,EBOOK,2018,1,4,The Negative Calorie Diet: 10 All You Can Eat Foods—10 Hard to Lose Pounds = 10 Life-Changing Days,,Rocco DiSpirito,"Cooking & Food, Health & Fitness, Nonfiction",HarperCollins Publishers Inc.,2015
599,Digital,OverDrive,AUDIOBOOK,2018,1,5,"Triggers: How Behavior Change Begins, How to Make It Meaningful, How to Make It Last (unabridged) (Unabridged)",,Marshall Goldsmith,"Business, Nonfiction, Self-Improvement",Books on Tape,2015
601,Digital,OverDrive,EBOOK,2018,1,1,The Berenstain Bears' Christmas Tree,,Stan and Jan Berenstain w/ Mike Berenstain,"Juvenile Fiction, Picture Book Fiction",Zondervan,2010
606,Digital,OverDrive,AUDIOBOOK,2018,1,4,"City of Fallen Angels: Shadowhunters: The Mortal Instruments Series, Book 4 (unabridged) (Unabridged)",,Cassandra Clare,"Fantasy, Young Adult Fiction",Simon & Schuster - All Library,2013
610,Digital,OverDrive,EBOOK,2018,1,1,She of the Mountains,,Vivek Shraya,"Fiction, Literature",Lightning Source Inc,2014
612,Digital,OverDrive,AUDIOBOOK,2018,1,3,I Hear Your Voice (Unabridged),,Young-ha Kim,"Fiction, Literature",HighBridge Company,2017
613,Digital,OverDrive,EBOOK,2018,1,1,Creature Keepers and the Perilous Pyro-Paws,,Peter Nelson,"Humor (Fiction), Juvenile Fiction, Juvenile Literature",HarperCollins Publishers Inc.,2017
620,Digital,Zinio,MAGAZINE,2018,1,50,House Beautiful,,,,,
621,Digital,Freegal,SONG,2018,1,1,Take Me Away,,Blue Oyster Cult,,,
622,Digital,Freegal,SONG,2018,1,1,"Lovage (Love That Lovage, Baby)",,"Lovage, Dan the Automator, Mike Patton, Jennifer Charles, Nathaniel Merriweather presents: Lovage, N",,,
626,Digital,OverDrive,EBOOK,2018,1,1,"The Paradise War: Song of Albion Series, Book 1",,Stephen Lawhead,"Fantasy, Fiction",Thomas Nelson Inc.,2011
627,Digital,Freegal,SONG,2018,1,1,Someone To Watch Over Me,,Art Tatum,,,
628,Digital,Freegal,SONG,2018,1,1,Again Today / Hiding My Heart,,Brandi Carlile,,,
629,Digital,OverDrive,AUDIOBOOK,2018,1,1,"The Keepsake: Jane Rizzoli & Maura Isles Series, Book 7 (unabridged) (Unabridged)",,Tess Gerritsen,"Fiction, Mystery, Suspense",Books on Tape,2008
630,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Shark's Paintbrush: Biomimicry and How Nature Is Inspiring Innovation (unabridged) (Unabridged),,Jay Harman,"Business, Nature, Nonfiction, Science","Blackstone Audio, Inc.",2013
631,Digital,Hoopla,MOVIE,2018,1,19,God's Own Country,,,Drama,"Samuel Goldwyn Films, LLC",
632,Digital,OverDrive,EBOOK,2018,1,1,The Complete Outdoor Builder: From Arbors to Walkways,,Editors of CPi,"Crafts, Home Design & Décor, Nonfiction",Quarto Publishing Group USA,2010
634,Digital,OverDrive,EBOOK,2018,1,7,Spaceman of Bohemia,,Jaroslav Kalfar,"Fiction, Literature, Science Fiction","Hachette Digital, Inc.",2017
635,Digital,OverDrive,AUDIOBOOK,2018,1,3,Remember Me? (Unabridged),,Sophie Kinsella,"Fiction, Humor (Fiction), Literature, Romance",Books on Tape,2008
636,Digital,OverDrive,EBOOK,2018,1,1,The Man Who Ate His Boots: The Tragic History of the Search for the Northwest Passage,,Anthony Brandt,"History, Nonfiction","Random House, Inc.",2010
637,Digital,Hoopla,MOVIE,2018,1,1,I Want Candy,,,"British, College Comedy, Comedy, Comedy, World",Magnolia Pictures,
641,Digital,OverDrive,AUDIOBOOK,2018,1,1,The Secret to Attracting Wealth (Unabridged),,Kelly Howell,"Nonfiction, Self-Improvement",Books on Tape,2008
644,Digital,OverDrive,AUDIOBOOK,2018,1,1,Treason (Unabridged),,Orson Scott Card,"Fiction, Science Fiction & Fantasy","Blackstone Audio, Inc.",2010
648,Digital,Hoopla,MUSIC,2018,1,1,In The Lonely Hour,,,Pop,Capitol Records,
652,Digital,Freegal,SONG,2018,1,1,Si Te Vas,,Shakira,,,
653,Digital,OverDrive,EBOOK,2018,1,1,"Obsession, Deceit and Really Dark Chocolate",,Kyra Davis,"Chick Lit, Fiction, Romance","Harlequin Enterprises, Ltd.",2012
658,Digital,OverDrive,EBOOK,2018,1,8,"Manners & Mutiny: Finishing School Series, Book 4",,Gail Carriger,"Fantasy, Historical Fiction, Young Adult Fiction","Hachette Digital, Inc.",2015
659,Digital,OverDrive,EBOOK,2018,1,2,The Known World,,Edward P. Jones,"African American Fiction, Fiction, Historical Fiction",HarperCollins Publishers Inc.,2006
661,Digital,OverDrive,EBOOK,2018,1,1,The Dosadi Experiment,,Frank Herbert,"Fiction, Science Fiction",Macmillan Publishers,2013
667,Digital,Hoopla,MOVIE,2018,1,1,Carole King,,,Documentary,Virgil Films,
670,Digital,Hoopla,MOVIE,2018,1,1,A War,,,World,Magnolia Pictures,
674,Digital,Freegal,SONG,2018,1,1,"Nothing Stops Another Day (From ""Ghost"")",,Musical Mania,,,
675,Digital,Hoopla,MUSIC,2018,1,1,ROCKISDEAD,,,Rock,Roc Nation / Roc Nation Artists - Caroline,
676,Digital,Freegal,SONG,2018,1,1,Tears,,Kylie Minogue,,,
677,Digital,Freegal,SONG,2018,1,1,When Is Sometime?,,Frank Sinatra,,,
679,Digital,Hoopla,MOVIE,2018,1,1,North Face,,,"Action & Adventure, Award Winners, Drama, German, Sports, World",Music Box Films,
683,Digital,OverDrive,AUDIOBOOK,2018,1,6,The War I Finally Won (Unabridged),,Kimberly Brubaker Bradley,"Historical Fiction, Juvenile Fiction, Juvenile Literature",Books on Tape,2017
